Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,center-shift-bushing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/center-shift-bushing-0-1534362901.png,2,Center Shift Bushing for 80-83.5 Vanagon,,,,,,,,,,,,,,,,,,
Shift Bushing for 84-91 Vanagon center or rear,shift-bushing-for-84-91-vanagon-center-or-rear,<p>This is the clear plastic shift bushing that were used without boots for the center and rear of the long shift linkage. If you want the bushing that requires two boots around it use 251711207E.</p>,VanAgain,Transmission & Drivetrain,83-85 1.9L Vanagon,"83-85 1.9L Vanagon, Transmission & Drivetrain, product-id:238, orders:43, 83-85-19l-vanagon",TRUE,Active,251711207D,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,968,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/251711207d.jpg,1,Shift Bushing for 84-91 Vanagon center or rear,,FALSE,Shift Bushing for 84-91 Vanagon center or rear,Shift Bushing for 84-91 Vanagon center or rear-83-85 1.9L Vanagon,,Transmission & Drivetrain,,Adult,251711207D,83-85 1.9L Vanagon,"Transmission & Drivetrain, 83-85 1.9L Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,83-85 1.9L Vanagon,has-image,from-products-table,
Shift Bushing for 84-91 Vanagon center or rear,shift-bushing-for-84-91-vanagon-center-or-rear-2,<p>This is the white plastic shift bushing that were used with boots for the center and rear of the long shift linkage. Usually seen on Syncro Vanagons. It requires 2 boots to be purchased with it for it to work properly (251711167F). If you want the clear bushing that requires no boots around it use 251711207D.</p>,VanAgain,Transmission & Drivetrain,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:240, orders:18, 86-92-21l-vanagon",TRUE,Active,251711207E,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,5,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/251711207e.jpg,1,Shift Bushing for 84-91 Vanagon center or rear,,FALSE,Shift Bushing for 84-91 Vanagon center or rear,Shift Bushing for 84-91 Vanagon center or rear-86-92 2.1L Vanagon,,Transmission & Drivetrain,,Adult,251711207E,86-92 2.1L Vanagon,"Transmission & Drivetrain, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,86-92 2.1L Vanagon,has-image,from-products-table,
Oil Sump Gasket Set,oil-sump-gasket-set-021198031b,Oil Sump Gasket Set for 1972-1973/Type 2,VanAgain,Engine Parts,68-79 Bus,"68-79 Bus, Engine Parts, product-id:242, orders:2, 68-79-bus",TRUE,Active,021198031B,,,,,,,,,,,4.00,,,TRUE,,,,,,shopify,2,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/021198031B2.jpg,1,Oil Sump Gasket Set,,FALSE,Oil Sump Gasket Set,Oil Sump Gasket Set-68-79 Bus,,Engine Parts,,Adult,021198031B,68-79 Bus,"Engine Parts, 68-79 Bus, legacy-import",New,TRUE,Engine Parts,68-79 Bus,has-image,from-products-table,
Bushing for universal on early Vanagon Shifter 80-83.5,bushing-for-universal-on-early-vanagon-shifter-2,"<p>Bushing for universal on early Vanagon Shifter 80-83.5 Air Cooled and 82 Diesel.&nbsp; This is one of the bushings for the center pivot point of the early Vanagon shift linkage. Aftermarket, it is not exactly the same, but it will work as a replacement. Number 22 on the chart.</p>",VanAgain,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, Transmission & Drivetrain, product-id:244, orders:202, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon",TRUE,Active,251711209,,,,,,,,,,,12.00,,,TRUE,,,,,,shopify,79,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/251711209.jpg,1,Bushing for universal on early Vanagon Shifter 80-83.5,,FALSE,Bushing for universal on early Vanagon Shifter,"Bushing for universal on early Vanagon Shifter-80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon",,Transmission & Drivetrain,,Adult,251711209,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon","Transmission & Drivetrain, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon",has-image,from-products-table,
,bushing-for-universal-on-early-vanagon-shifter-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/earlyshifter1-2.jpg,2,Bushing for universal on early Vanagon Shifter 80-83.5,,,,,,,,,,,,,,,,,,
Shift Lever for the Side of the transmission 80-83.5 Vanagon 251711219,shift-lever-transmission,"<p>Shift Lever for the Side of the transmission 80-83.5 Vanagon This is the shift lever with the double plastic balls on it that was used on 80-83.5 Vanagons. If your shifter is sloppy this could be one of the reasons. Works on 80-83.5 AC Vanagon and also 82 Diesel Vanagon. 83-91 Diesel uses the newer style shift lever.&nbsp; The part number on this is&nbsp;251711219</p>

<p><iframe allow=""autoplay; encrypted-media"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/jbSp7c1gXJc"" width=""560""></iframe></p>

<p>&nbsp;</p>",VanAgain,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, Transmission & Drivetrain, product-id:246, orders:98, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon",TRUE,Active,251711219,,,,,,,,,,,69.95,,,TRUE,,,,,,shopify,94,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/shift-lever-transmission-79894.jpg,1,Shift Lever for the Side of the transmission 80-83.5 Vanagon 251711219,,FALSE,Shift Lever for the Side of the transmission 80-83.5 Vanagon 251711219,"Shift Lever for the Side of the transmission 251711219, 80-83.5 Vanagon-80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon",,Transmission & Drivetrain,,Adult,251711219,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon","Transmission & Drivetrain, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon",has-image,from-products-table,
Shift Bushing for 80-83 Vanagon A/C and Diesel,shift-bushing-for-80-82-vanagon-ac-and-diesel,<p>This is the Shifter Guide Bushing that goes at the end of the shifter guide pin in the rear shift linkage. It is number 26 in the picture.</p>,VanAgain,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, Transmission & Drivetrain, product-id:248, orders:250, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon",TRUE,Active,251711227,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,989,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/251711227.jpg,1,Shift Bushing for 80-83 Vanagon A/C and Diesel,,FALSE,Shift Bushing for 80-82 Vanagon A/C and Diesel,"Shift Bushing for 80-82 Vanagon A/C and Diesel-80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon",,Transmission & Drivetrain,,Adult,251711227,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon","Transmission & Drivetrain, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon",has-image,from-products-table,
,shift-bushing-for-80-82-vanagon-ac-and-diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/shift-bushing-for-80-82-vanagon-ac-and-diesel-0-1534363006.png,2,Shift Bushing for 80-83 Vanagon A/C and Diesel,,,,,,,,,,,,,,,,,,
Bellows for 5-speed Shifter from 9/85-1991,bellows-for-5-speed-shifter-from-985-1991,"Bellows for 5-speed Shifter from 9/85-1991

This is the rubber bellows that is inside the shift box below the front shifter on 5-speed transmission Vanagons only (usually Syncro). Brand new, OE VW, newly remade.",VanAgain,Transmission & Drivetrain,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:250, orders:4, 86-92-21l-vanagon",TRUE,Active,251711248A,,,,,,,,,,,39.00,,,TRUE,,,,,,shopify,97,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_251711248a.jpg,1,Bellows for 5-speed Shifter from 9/85-1991,,FALSE,Bellows for 5-speed Shifter from 9/85-1991,Bellows for 5-speed Shifter from 9/85-1991-86-92 2.1L Vanagon,,Transmission & Drivetrain,,Adult,251711248A,86-92 2.1L Vanagon,"Transmission & Drivetrain, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,86-92 2.1L Vanagon,has-image,from-products-table,
Universal Joint for Shift Linkage Manual Vanagon,universal-joint-for-shift-linkage-manual-vanagon,<p>This is the plastic universal joint that is found at the middle of the shift linkage shaft. It is NLA in the US. I have them shipped from Germany</p>,VanAgain,Transmission & Drivetrain,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon","83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:252, orders:19, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251711551,,,,,,,,,,,15.00,,,TRUE,,,,,,shopify,90,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_251711551.jpg,1,Universal Joint for Shift Linkage Manual Vanagon,,FALSE,Universal Joint for Shift Linkage Manual Vanagon,Universal Joint for Shift Linkage Manual Vanagon-83-85 1.9L Vanagon,,Transmission & Drivetrain,,Adult,251711551,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Transmission & Drivetrain, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Vacuum Acutator for Syncro Vanagon Locking Differential,vacuum-acutator-for-syncro-vanagon-locking-differential,<p>This is the Vacuum Actuator that is mounted on either the side of the transmission or the front differential of a Syncro Vanagon. It moves the locker mechanism. This is the aftermarket black version.</p>,VanAgain,Transmission & Drivetrain,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:254, orders:5, 86-92-21l-vanagon",TRUE,Active,251711822,,,,,,,,,,,99.95,,,TRUE,,,,,,shopify,98,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/vacuum-acutator-for-syncro-vanagon-locking-differential-38113.jpg,1,Vacuum Acutator for Syncro Vanagon Locking Differential,,FALSE,Vacuum Acutator for Syncro Vanagon Locking Differential,Vacuum Acutator for Syncro Vanagon Locking Differential-86-92 2.1L Vanagon,,Transmission & Drivetrain,,Adult,251711822,86-92 2.1L Vanagon,"Transmission & Drivetrain, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,86-92 2.1L Vanagon,has-image,from-products-table,
Rear Shift Linkage Cup for 83.5-91 Waterboxer Vanagon,rear-shift-linkage-cup,"Rear Shift Linkage Cup. It is at the end of the shifter rod. For 83.5-91 Vanagon waterboxer.  Many times if you have play in the shift linkage, it can be traced to this cup or the ball that goes inside of it or both.  They act as a mortar and pestle and if can dirt gets inside it will grind and grind until it wears the ball and cup and allows for more play in the shift linkage.  I would also replace the shift lever and the boot that covers it to tighten up the shifting and keep dirt out to prevent it from wearing out in the future.  The OE version of this is discontinued, I am going to start supplying the aftermarket one that is billet aluminum.  If the OE becomes available again, I will go back to that.",VanAgain,Transmission & Drivetrain,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon","83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:256, orders:12, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251711973,,,,,,,,,,,59.00,,,TRUE,,,,,,shopify,92,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/2517119731.jpg,1,Rear Shift Linkage Cup for 83.5-91 Waterboxer Vanagon,,FALSE,Rear Shift Linkage Cup for 83.5-91 Waterboxer Vanagon,"Rear Shift Linkage Cup for 83.5-91 Waterboxer Vanagon-83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Transmission & Drivetrain,,Adult,251711973,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Transmission & Drivetrain, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Transmission & Drivetrain,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Differential Bearing,differential-bearing-2517185,Differential Bearing for 1968-1975/Type 2,VanAgain,Transmission & Drivetrain,68-79 Bus,"68-79 Bus, Transmission & Drivetrain, product-id:258, 68-79-bus",TRUE,Active,2517185,,,,,,,,,,,35.18,,,TRUE,,,,,,shopify,100,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_002517185.jpg,1,Differential Bearing,,FALSE,Differential Bearing,Differential Bearing-68-79 Bus,,Transmission & Drivetrain,,Adult,2517185,68-79 Bus,"Transmission & Drivetrain, 68-79 Bus, legacy-import",New,TRUE,Transmission & Drivetrain,68-79 Bus,has-image,from-products-table,
Front Diff. Carrier Bearing,front-differential-carrier-bearing,"Differential Carrier Bearing for 93-99 Eurovan.  For Manual transmission it is Front, or for Automatic Transmission it is Front Right side only.",VanAgain,Transmission & Drivetrain,"92-96 2.5L Eurovan, 97-03 2.8L Eurovan","92-96 2.5L Eurovan, 97-03 2.8L Eurovan, Transmission & Drivetrain, product-id:260, 92-96-25l-eurovan, 97-03-28l-eurovan",TRUE,Active,2517185,,,,,,,,,,,29.00,,,TRUE,,,,,,shopify,100,DENY,0.69,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/0025171851.jpg,1,Front Diff. Carrier Bearing,,FALSE,Front Diff. Carrier Bearing,"Front Diff. Carrier Bearing-92-96 2.5L Eurovan, 97-03 2.8L Eurovan",,Transmission & Drivetrain,,Adult,2517185,"92-96 2.5L Eurovan, 97-03 2.8L Eurovan","Transmission & Drivetrain, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, legacy-import",New,TRUE,Transmission & Drivetrain,"92-96 2.5L Eurovan, 97-03 2.8L Eurovan",has-image,from-products-table,
Clutch Slave cylinder for all manual transmission Vanagon 80-92 (includes syncro)- Aftermarket,clutch-slave-cylinder-251721263,"<p>This is the clutch slave cylinder that is located on the transmission. When the slave cylinder goes bad usually the master cylinder (251721401A) isn&#39;t far behind.</p>

<p>These are aftermarket units made by JP Group, or some other aftermarket manufacturer.</p>",VanAgain,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, Clutch, Transmission & Drivetrain, product-id:262, orders:68, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251721263AFT,,,,,,,,,,,59.00,,,TRUE,,,,,,shopify,85,DENY,2,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/clutch-slave-cylinder-251721263-42753.jpg,1,Clutch Slave cylinder for all manual transmission Vanagon 80-92 (includes syncro)- Aftermarket,,FALSE,Clutch Slave cylinder for all manual transmission Vanagon 80-92 (includes syncro),"Clutch Slave cylinder for all manual transmission Vanagon 80-92 (includes syncro)-80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Body Mechanical & Trim,,Adult,251721263AFT,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body Mechanical & Trim, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Piston & Cylinder Set for 72-73 Bus with 1700cc engine,piston-and-cylinder-set-021198075b,"<p>Flat Top Piston &amp; Cylinder Set for 1972-1973/Type 2 1700cc engine. If you want to put your 1700cc type 4 engine back the way it original was, then this piston and cylinder set is what you are looking for. Comes with rings, piston pins, and clips. It is made by AA.</p>",VanAgain,Engine Parts,68-79 Bus,"68-79 Bus, Engine Parts, product-id:264, orders:2, 68-79-bus",TRUE,Active,021198075B,,,,,,,,,,,325.00,,,TRUE,,,,,,shopify,99,DENY,24,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/piston-and-cylinder-set-021198075b-36108.jpg,1,Piston & Cylinder Set for 72-73 Bus with 1700cc engine,,FALSE,Piston & Cylinder Set for 72-73 Bus with 1700cc engine,Piston & Cylinder Set for 72-73 Bus with 1700cc engine-68-79 Bus,,Engine Parts,,Adult,021198075B,68-79 Bus,"Engine Parts, 68-79 Bus, legacy-import",New,TRUE,Engine Parts,68-79 Bus,has-image,from-products-table,
Clutch Master Cylinder for all Manual Vanagon,clutch-master-cylinder-for-80-91-vanagon,<p>This is the&nbsp;ATE Made Clutch Master Cylinder for the Vanagon.&nbsp; Usually when the master goes bad the slave should also be replaced. (251721263) Just my experience.</p>,VanAgain,Clutch,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Clutch, product-id:266, orders:49, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251721401A,,,,,,,,,,,89.00,,,TRUE,,,,,,shopify,10,DENY,2,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/clutch-master-cylinder-for-80-91-vanagon-88787.jpg,1,Clutch Master Cylinder for all Manual Vanagon,,FALSE,Clutch Master Cylinder for 80-91 Vanagon,"Clutch Master Cylinder for 80-91 Vanagon-80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Clutch,,Adult,251721401A,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Clutch, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Clutch,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Clutch Master Cylinder (Aftermarket) for all Manual Vanagon,clutch-master-cylinder-meyle,<p>This is a brand new aftermarket clutch master cylinder for all Manual Tranmission Vanagon.&nbsp; They are made by either JP Group or Topran.&nbsp; Usually when the master goes bad the slave should also be replaced. (251721263) Just my experience.&nbsp;</p>,VanAgain,Clutch,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Clutch, product-id:268, orders:6, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251721401AAFT,,,,,,,,,,,69.00,,,TRUE,,,,,,shopify,98,DENY,2,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/clutch-master-cylinder-meyle-85977.jpg,1,Clutch Master Cylinder (Aftermarket) for all Manual Vanagon,,FALSE,Clutch Master Cylinder,"Clutch Master Cylinder- 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Clutch,,Adult,251721401AAFT,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Clutch, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Clutch,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Clutch Hoses with Hydraulic Clutch,clutch-hoses-with-hydraulic-clutch,<p>Rubber Hydraulic Clutch hose that goes between metal lines near the transmission.</p>,VanAgain,Clutch,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Clutch, product-id:270, orders:14, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251721477D,,,,,,,,,,,45.00,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_251721477d.jpg,1,Clutch Hoses with Hydraulic Clutch,,FALSE,Clutch Hoses with Hydraulic Clutch,"Clutch Hoses with Hydraulic Clutch-80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Clutch,,Adult,251721477D,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Clutch, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Clutch,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
